transaction_id,customer_id,amount,timestamp,merchant,category,location,device_type,is_fraud
TXN_0022656,CUST_01407,14.02,2026-01-17 12:21:18,Apple,groceries,"London, UK",desktop,0
TXN_0069545,CUST_00855,222.03,2026-01-03 07:50:58,Netflix,retail,"New York, US",desktop,0
TXN_0048091,CUST_01799,44.8,2026-01-09 13:21:31,Walmart,groceries,"New York, US",mobile,0
TXN_0070426,CUST_00434,23.94,2026-02-12 16:46:10,Netflix,groceries,"New York, US",desktop,0
TXN_0004563,CUST_00485,39.89,2026-01-24 14:16:49,Netflix,groceries,"London, UK",mobile,0
TXN_0033754,CUST_00464,5.33,2026-01-12 16:36:57,Gas Station,travel,"London, UK",mobile,0
TXN_0028817,CUST_01894,28.03,2026-02-09 22:24:12,Amazon,travel,"Mumbai, IN",mobile,0
TXN_0026536,CUST_00660,46.75,2026-02-23 12:09:58,Amazon,groceries,"Mumbai, IN",desktop,0
TXN_0098777,CUST_00427,891.47,2026-02-10 03:55:50,Luxury Store,travel,"Tokyo, JP",desktop,1
TXN_0043730,CUST_00598,64.18,2026-01-14 21:54:22,Amazon,entertainment,"New York, US",mobile,0
TXN_0001100,CUST_00435,72.6,2026-01-06 20:53:26,Amazon,retail,"London, UK",desktop,0
TXN_0028597,CUST_00190,49.3,2026-02-13 16:52:57,Netflix,retail,"Mumbai, IN",desktop,0
TXN_0002055,CUST_00251,6.39,2026-01-06 15:46:18,Gas Station,groceries,"Mumbai, IN",mobile,0
TXN_0038362,CUST_00528,29.05,2026-01-16 12:17:08,Apple,groceries,"New York, US",mobile,0
TXN_0046720,CUST_01370,96.22,2026-02-08 18:16:58,Netflix,retail,"New York, US",desktop,0
TXN_0095771,CUST_00771,53.26,2026-01-17 13:34:41,Netflix,travel,"New York, US",mobile,0
TXN_0091355,CUST_01459,16.38,2026-02-15 08:40:43,Amazon,entertainment,"Mumbai, IN",desktop,0
TXN_0066881,CUST_01875,90.84,2026-01-15 08:20:10,Netflix,groceries,"London, UK",pos_terminal,0
TXN_0029051,CUST_00809,31.36,2026-01-28 17:37:56,Uber,retail,"Mumbai, IN",mobile,0
TXN_0036766,CUST_01494,53.64,2026-01-13 12:43:26,Netflix,groceries,"Mumbai, IN",mobile,0
TXN_0072638,CUST_00422,106.46,2026-01-04 10:08:02,Apple,travel,"New York, US",mobile,0
TXN_0059008,CUST_01435,83.82,2026-02-18 20:14:14,Netflix,travel,"Mumbai, IN",desktop,0
TXN_0080248,CUST_01560,25.44,2026-01-14 15:52:03,Uber,groceries,"New York, US",mobile,0
TXN_0076394,CUST_00935,27.62,2026-02-27 15:35:26,Uber,retail,"New York, US",pos_terminal,0
TXN_0003271,CUST_01550,34.87,2026-01-24 10:26:57,Gas Station,retail,"Mumbai, IN",desktop,0
TXN_0009756,CUST_01580,68.22,2026-02-05 12:22:12,Gas Station,travel,"London, UK",mobile,0
TXN_0086964,CUST_01100,26.18,2026-02-21 21:55:21,Netflix,travel,"London, UK",mobile,0
TXN_0086607,CUST_00161,6.22,2026-01-18 14:01:00,Netflix,entertainment,"Mumbai, IN",mobile,0
TXN_0074734,CUST_00782,19.31,2026-02-21 19:43:14,Netflix,travel,"Mumbai, IN",pos_terminal,0
TXN_0004640,CUST_01658,10.15,2026-01-15 09:30:58,Walmart,retail,"London, UK",mobile,0
TXN_0062883,CUST_01770,13.33,2026-01-17 12:19:01,Gas Station,groceries,"New York, US",mobile,0
TXN_0028623,CUST_01169,36.98,2026-01-15 18:41:33,Apple,entertainment,"New York, US",desktop,0
TXN_0033061,CUST_01444,114.87,2026-01-02 10:30:08,Apple,entertainment,"Mumbai, IN",mobile,0
TXN_0067379,CUST_00306,51.29,2026-02-12 13:49:40,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0049849,CUST_01622,15.55,2026-02-09 09:33:48,Gas Station,retail,"New York, US",mobile,0
TXN_0059664,CUST_01800,17.34,2026-01-01 12:02:42,Amazon,entertainment,"New York, US",mobile,0
TXN_0001117,CUST_00166,33.38,2026-01-02 12:28:54,Apple,travel,"New York, US",mobile,0
TXN_0038069,CUST_01839,43.06,2026-02-20 19:00:45,Amazon,groceries,"New York, US",mobile,0
TXN_0057401,CUST_01288,35.85,2026-02-20 06:46:27,Amazon,retail,"Mumbai, IN",mobile,0
TXN_0039543,CUST_00964,58.63,2026-02-28 08:40:07,Walmart,entertainment,"New York, US",pos_terminal,0
TXN_0084379,CUST_00069,39.01,2026-01-10 19:34:44,Netflix,entertainment,"New York, US",desktop,0
TXN_0091979,CUST_00138,48.72,2026-01-17 14:37:00,Walmart,travel,"London, UK",desktop,0
TXN_0077748,CUST_01146,89.14,2026-02-24 09:40:47,Apple,retail,"London, UK",mobile,0
TXN_0055405,CUST_01784,16.74,2026-02-17 12:41:54,Walmart,travel,"London, UK",desktop,0
TXN_0050406,CUST_01004,83.2,2026-02-07 15:04:48,Amazon,groceries,"London, UK",mobile,0
TXN_0065420,CUST_01658,51.01,2026-01-11 16:18:16,Gas Station,groceries,"Mumbai, IN",desktop,0
TXN_0031267,CUST_01795,14.37,2026-02-16 16:37:52,Gas Station,retail,"Mumbai, IN",mobile,0
TXN_0069566,CUST_00931,110.38,2026-02-23 06:07:57,Amazon,retail,"Mumbai, IN",desktop,0
TXN_0058119,CUST_00014,95.62,2026-01-24 15:50:49,Netflix,groceries,"Mumbai, IN",desktop,0
TXN_0072550,CUST_00798,58.36,2026-02-10 10:46:34,Amazon,retail,"London, UK",desktop,0
TXN_0052061,CUST_00172,20.74,2026-02-19 10:28:00,Apple,entertainment,"London, UK",desktop,0
TXN_0018087,CUST_01813,82.26,2026-01-26 06:36:05,Gas Station,retail,"Mumbai, IN",desktop,0
TXN_0015322,CUST_01274,96.47,2026-01-19 20:07:55,Netflix,travel,"New York, US",mobile,0
TXN_0056884,CUST_00167,44.24,2026-02-08 21:16:01,Netflix,retail,"New York, US",desktop,0
TXN_0083465,CUST_00843,21.67,2026-01-07 15:34:19,Walmart,travel,"Mumbai, IN",mobile,0
TXN_0012383,CUST_00385,11.79,2026-02-22 13:41:26,Uber,retail,"Mumbai, IN",mobile,0
TXN_0003768,CUST_00698,5.62,2026-01-13 20:05:00,Walmart,travel,"New York, US",desktop,0
TXN_0089096,CUST_00605,39.54,2026-01-27 22:13:19,Uber,retail,"Mumbai, IN",mobile,0
TXN_0032903,CUST_00655,75.73,2026-02-01 11:02:54,Walmart,groceries,"Mumbai, IN",desktop,0
TXN_0009274,CUST_01042,55.09,2026-02-02 22:43:00,Netflix,entertainment,"New York, US",mobile,0
TXN_0039099,CUST_00994,17.98,2026-01-31 22:40:50,Gas Station,groceries,"New York, US",mobile,0
TXN_0083283,CUST_00184,12.03,2026-01-01 12:24:27,Walmart,groceries,"London, UK",mobile,0
TXN_0019364,CUST_01188,58.26,2026-02-23 11:51:05,Gas Station,entertainment,"Mumbai, IN",desktop,0
TXN_0093395,CUST_00470,32.54,2026-02-20 06:29:09,Netflix,retail,"New York, US",mobile,0
TXN_0039015,CUST_01607,12.93,2026-02-25 10:00:22,Netflix,retail,"New York, US",desktop,0
TXN_0062351,CUST_00168,74.41,2026-01-04 13:22:06,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0047108,CUST_01111,17.09,2026-02-02 19:51:03,Walmart,entertainment,"London, UK",mobile,0
TXN_0056934,CUST_01459,8.25,2026-01-05 16:23:33,Gas Station,groceries,"New York, US",mobile,0
TXN_0045296,CUST_00763,71.7,2026-01-27 13:12:02,Amazon,retail,"Mumbai, IN",desktop,0
TXN_0021681,CUST_00994,22.33,2026-02-24 07:10:38,Uber,travel,"New York, US",mobile,0
TXN_0084706,CUST_01840,10.02,2026-01-26 13:55:01,Uber,entertainment,"London, UK",mobile,0
TXN_0091163,CUST_00974,18.39,2026-01-31 12:27:08,Netflix,travel,"Mumbai, IN",desktop,0
TXN_0072112,CUST_00292,11.63,2026-01-01 12:49:42,Gas Station,retail,"Mumbai, IN",desktop,0
TXN_0076836,CUST_01845,59.65,2026-02-17 14:53:59,Uber,groceries,"Mumbai, IN",pos_terminal,0
TXN_0057707,CUST_01911,46.69,2026-02-05 17:58:28,Netflix,groceries,"London, UK",desktop,0
TXN_0073574,CUST_01751,73.74,2026-02-06 15:43:12,Netflix,travel,"Mumbai, IN",mobile,0
TXN_0041062,CUST_01980,68.15,2026-02-05 22:27:59,Gas Station,travel,"London, UK",pos_terminal,0
TXN_0096386,CUST_00920,18.8,2026-01-03 11:28:16,Apple,groceries,"London, UK",mobile,0
TXN_0084612,CUST_01244,37.0,2026-01-30 16:22:51,Walmart,entertainment,"New York, US",desktop,0
TXN_0042189,CUST_01856,25.76,2026-03-01 08:24:03,Walmart,travel,"London, UK",desktop,0
TXN_0059209,CUST_00099,23.12,2026-02-22 17:15:40,Amazon,travel,"London, UK",desktop,0
TXN_0013882,CUST_00940,20.14,2026-02-16 07:52:29,Netflix,groceries,"London, UK",desktop,0
TXN_0005987,CUST_01307,76.03,2026-01-04 11:49:22,Walmart,entertainment,"Mumbai, IN",desktop,0
TXN_0040401,CUST_01897,40.8,2026-01-04 19:06:01,Apple,travel,"New York, US",mobile,0
TXN_0043354,CUST_00906,6.41,2026-02-04 11:55:03,Amazon,travel,"New York, US",desktop,0
TXN_0034922,CUST_00473,53.23,2026-01-16 11:33:21,Amazon,groceries,"London, UK",mobile,0
TXN_0029339,CUST_00599,82.26,2026-02-12 16:10:57,Netflix,travel,"Mumbai, IN",mobile,0
TXN_0028945,CUST_01170,18.26,2026-01-08 11:59:56,Apple,retail,"New York, US",desktop,0
TXN_0019661,CUST_00276,38.33,2026-03-01 08:16:06,Amazon,retail,"Mumbai, IN",desktop,0
TXN_0058926,CUST_01029,67.56,2026-02-20 07:51:55,Apple,travel,"London, UK",pos_terminal,0
TXN_0029058,CUST_01773,88.09,2026-02-19 13:24:38,Uber,travel,"New York, US",pos_terminal,0
TXN_0050525,CUST_00858,39.22,2026-02-24 09:18:04,Apple,groceries,"London, UK",mobile,0
TXN_0080126,CUST_01995,46.75,2026-02-09 22:48:42,Amazon,travel,"London, UK",pos_terminal,0
TXN_0048712,CUST_00922,117.36,2026-01-25 14:17:39,Gas Station,groceries,"London, UK",mobile,0
TXN_0057272,CUST_01313,58.07,2026-01-15 18:10:34,Gas Station,travel,"New York, US",mobile,0
TXN_0067632,CUST_01746,113.92,2026-01-15 12:32:28,Amazon,entertainment,"London, UK",pos_terminal,0
TXN_0069039,CUST_01697,45.47,2026-03-01 06:03:13,Apple,retail,"London, UK",mobile,0
TXN_0008884,CUST_01412,39.8,2026-02-15 19:26:33,Amazon,entertainment,"London, UK",mobile,0
TXN_0078137,CUST_00170,154.61,2026-01-16 19:57:28,Gas Station,entertainment,"Mumbai, IN",pos_terminal,0
TXN_0027099,CUST_01889,73.51,2026-01-07 09:39:54,Gas Station,travel,"London, UK",mobile,0
TXN_0076189,CUST_01459,54.44,2026-02-02 17:11:09,Gas Station,travel,"London, UK",desktop,0
TXN_0008054,CUST_00440,37.69,2026-02-11 13:42:49,Walmart,groceries,"New York, US",desktop,0
TXN_0032820,CUST_01117,5.48,2026-02-28 06:26:14,Gas Station,groceries,"Mumbai, IN",mobile,0
TXN_0020832,CUST_01019,75.35,2026-01-20 09:58:04,Gas Station,retail,"London, UK",desktop,0
TXN_0063332,CUST_00211,22.23,2026-02-02 18:30:50,Walmart,groceries,"Mumbai, IN",desktop,0
TXN_0036319,CUST_00092,59.5,2026-02-10 06:06:36,Uber,travel,"New York, US",desktop,0
TXN_0031405,CUST_00032,40.9,2026-02-03 13:49:59,Uber,entertainment,"Mumbai, IN",mobile,0
TXN_0016862,CUST_00096,44.74,2026-02-06 08:54:06,Gas Station,retail,"New York, US",mobile,0
TXN_0002820,CUST_01199,25.37,2026-01-19 06:16:39,Walmart,groceries,"New York, US",mobile,0
TXN_0030330,CUST_01625,62.31,2026-01-31 13:45:49,Amazon,retail,"New York, US",mobile,0
TXN_0074344,CUST_01190,22.41,2026-02-20 10:04:59,Walmart,travel,"Mumbai, IN",desktop,0
TXN_0067250,CUST_00614,159.62,2026-02-22 22:49:56,Uber,retail,"London, UK",mobile,0
TXN_0076215,CUST_01128,57.6,2026-01-03 19:12:55,Walmart,entertainment,"New York, US",desktop,0
TXN_0053983,CUST_00624,42.55,2026-01-09 11:12:47,Uber,groceries,"New York, US",mobile,0
TXN_0010714,CUST_00227,36.53,2026-02-09 21:30:07,Gas Station,groceries,"Mumbai, IN",desktop,0
TXN_0019483,CUST_01969,63.79,2026-03-01 09:29:06,Netflix,travel,"London, UK",mobile,0
TXN_0058115,CUST_01286,31.25,2026-02-18 17:47:42,Apple,retail,"New York, US",mobile,0
TXN_0059995,CUST_01162,10.42,2026-01-29 12:04:36,Netflix,entertainment,"London, UK",mobile,0
TXN_0098784,CUST_00007,2366.28,2026-02-15 00:15:36,Luxury Store,electronics,"Tokyo, JP",desktop,1
TXN_0050006,CUST_01245,16.24,2026-02-23 17:28:52,Walmart,groceries,"Mumbai, IN",desktop,0
TXN_0051359,CUST_00249,153.01,2026-02-26 19:52:18,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0008744,CUST_01879,20.21,2026-01-04 10:18:49,Amazon,retail,"New York, US",mobile,0
TXN_0022927,CUST_01205,12.36,2026-02-28 15:03:44,Gas Station,groceries,"New York, US",desktop,0
TXN_0074506,CUST_00310,8.65,2026-02-05 20:15:50,Uber,groceries,"New York, US",desktop,0
TXN_0067175,CUST_01923,25.45,2026-01-06 06:06:03,Uber,entertainment,"London, UK",pos_terminal,0
TXN_0059693,CUST_00382,33.01,2026-01-31 15:03:03,Gas Station,entertainment,"London, UK",mobile,0
TXN_0096500,CUST_00221,59.38,2026-02-07 20:22:43,Gas Station,travel,"Mumbai, IN",mobile,0
TXN_0033705,CUST_01479,30.24,2026-01-29 09:04:45,Netflix,entertainment,"New York, US",desktop,0
TXN_0041066,CUST_01301,7.57,2026-02-26 15:07:22,Gas Station,retail,"Mumbai, IN",desktop,0
TXN_0045659,CUST_01542,47.34,2026-01-31 13:41:54,Walmart,groceries,"London, UK",mobile,0
TXN_0003096,CUST_01682,39.37,2026-02-16 20:11:37,Gas Station,groceries,"Mumbai, IN",mobile,0
TXN_0025085,CUST_00959,20.43,2026-01-02 07:02:14,Uber,groceries,"London, UK",mobile,0
TXN_0074670,CUST_01385,63.9,2026-01-10 10:24:57,Gas Station,groceries,"New York, US",pos_terminal,0
TXN_0025044,CUST_01307,72.07,2026-02-25 19:21:06,Gas Station,retail,"London, UK",desktop,0
TXN_0055194,CUST_01638,141.93,2026-01-05 08:47:25,Walmart,groceries,"London, UK",mobile,0
TXN_0054768,CUST_01808,40.82,2026-01-03 06:41:52,Walmart,groceries,"Mumbai, IN",mobile,0
TXN_0050400,CUST_01310,17.22,2026-01-08 15:40:22,Amazon,retail,"Mumbai, IN",mobile,0
TXN_0054450,CUST_01569,85.29,2026-01-28 07:12:05,Uber,travel,"Mumbai, IN",mobile,0
TXN_0078369,CUST_00223,35.8,2026-02-06 12:14:28,Walmart,travel,"Mumbai, IN",desktop,0
TXN_0018026,CUST_00838,28.67,2026-01-20 08:29:52,Walmart,travel,"Mumbai, IN",desktop,0
TXN_0074931,CUST_00490,8.13,2026-01-16 18:44:14,Apple,travel,"New York, US",desktop,0
TXN_0002589,CUST_01757,133.04,2026-02-20 07:36:15,Uber,entertainment,"London, UK",mobile,0
TXN_0024800,CUST_01489,45.16,2026-02-22 10:31:13,Amazon,groceries,"New York, US",desktop,0
TXN_0064739,CUST_00945,38.06,2026-02-17 10:58:42,Apple,retail,"New York, US",mobile,0
TXN_0078359,CUST_01304,160.44,2026-01-09 19:55:08,Amazon,retail,"London, UK",desktop,0
TXN_0008942,CUST_01877,77.35,2026-01-26 10:27:23,Uber,travel,"London, UK",desktop,0
TXN_0079963,CUST_01606,78.78,2026-01-18 06:31:30,Gas Station,entertainment,"London, UK",desktop,0
TXN_0080176,CUST_01743,51.16,2026-02-02 10:10:02,Netflix,retail,"Mumbai, IN",desktop,0
TXN_0020598,CUST_01679,24.33,2026-02-25 07:58:21,Apple,retail,"Mumbai, IN",mobile,0
TXN_0073267,CUST_01291,34.81,2026-02-14 11:18:53,Amazon,entertainment,"Mumbai, IN",mobile,0
TXN_0037391,CUST_01420,78.21,2026-01-22 07:59:10,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0075328,CUST_01023,92.93,2026-03-01 07:40:53,Walmart,entertainment,"Mumbai, IN",desktop,0
TXN_0032621,CUST_00881,12.38,2026-01-20 06:51:06,Uber,retail,"London, UK",mobile,0
TXN_0053164,CUST_00762,13.15,2026-01-17 17:42:20,Apple,entertainment,"Mumbai, IN",desktop,0
TXN_0041455,CUST_01013,33.64,2026-01-16 12:27:41,Gas Station,retail,"New York, US",mobile,0
TXN_0074201,CUST_00475,183.86,2026-02-24 21:10:46,Walmart,groceries,"London, UK",mobile,0
TXN_0049198,CUST_01416,9.92,2026-01-09 06:43:49,Netflix,retail,"New York, US",pos_terminal,0
TXN_0087827,CUST_00332,20.45,2026-01-19 12:37:30,Amazon,retail,"London, UK",pos_terminal,0
TXN_0053146,CUST_01981,43.45,2026-01-21 07:10:27,Amazon,groceries,"Mumbai, IN",pos_terminal,0
TXN_0096549,CUST_01995,30.8,2026-02-07 12:35:34,Walmart,travel,"Mumbai, IN",mobile,0
TXN_0056465,CUST_00891,282.38,2026-01-15 13:12:08,Walmart,travel,"Mumbai, IN",pos_terminal,0
TXN_0006520,CUST_00858,103.13,2026-01-26 07:03:45,Uber,entertainment,"Mumbai, IN",mobile,0
TXN_0029619,CUST_00012,6.13,2026-03-01 22:32:04,Gas Station,entertainment,"New York, US",mobile,0
TXN_0018107,CUST_01753,45.78,2026-02-02 16:23:30,Walmart,entertainment,"New York, US",mobile,0
TXN_0081734,CUST_00476,29.2,2026-01-20 14:24:34,Walmart,groceries,"New York, US",desktop,0
TXN_0001078,CUST_01915,12.14,2026-01-23 13:15:35,Amazon,travel,"London, UK",desktop,0
TXN_0063020,CUST_01200,62.14,2026-01-11 22:32:42,Gas Station,retail,"Mumbai, IN",desktop,0
TXN_0012651,CUST_00702,93.53,2026-02-08 15:48:09,Gas Station,groceries,"New York, US",mobile,0
TXN_0086576,CUST_00748,26.93,2026-03-01 17:21:10,Apple,travel,"London, UK",mobile,0
TXN_0096564,CUST_00429,43.59,2026-02-07 21:56:56,Uber,retail,"London, UK",mobile,0
TXN_0082008,CUST_00976,35.63,2026-01-18 08:29:01,Netflix,groceries,"New York, US",mobile,0
TXN_0071844,CUST_00115,66.68,2026-01-09 20:15:59,Netflix,entertainment,"London, UK",pos_terminal,0
TXN_0014722,CUST_00416,24.04,2026-02-24 11:17:30,Uber,travel,"New York, US",pos_terminal,0
TXN_0012425,CUST_00354,181.91,2026-02-06 07:48:02,Apple,travel,"New York, US",mobile,0
TXN_0001261,CUST_00126,17.92,2026-02-10 08:04:25,Apple,retail,"New York, US",mobile,0
TXN_0067627,CUST_00037,24.3,2026-01-09 06:51:26,Gas Station,entertainment,"London, UK",desktop,0
TXN_0080168,CUST_01677,117.55,2026-02-28 14:41:40,Amazon,groceries,"London, UK",mobile,0
TXN_0005527,CUST_00010,181.77,2026-02-26 09:46:15,Amazon,retail,"New York, US",mobile,0
TXN_0056312,CUST_00333,10.22,2026-02-27 13:34:31,Gas Station,groceries,"New York, US",mobile,0
TXN_0085345,CUST_01164,36.52,2026-01-06 06:40:09,Apple,travel,"London, UK",desktop,0
TXN_0016435,CUST_00500,56.48,2026-02-15 10:47:50,Uber,travel,"New York, US",pos_terminal,0
TXN_0097271,CUST_00897,96.57,2026-01-19 12:17:44,Walmart,groceries,"New York, US",pos_terminal,0
TXN_0091841,CUST_01612,46.91,2026-03-01 06:17:55,Uber,groceries,"London, UK",mobile,0
TXN_0056898,CUST_00319,69.63,2026-02-03 06:38:08,Uber,entertainment,"Mumbai, IN",pos_terminal,0
TXN_0013865,CUST_01375,25.05,2026-01-29 09:39:21,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0073912,CUST_00509,33.92,2026-01-08 08:21:17,Walmart,retail,"London, UK",desktop,0
TXN_0079029,CUST_01618,93.62,2026-01-28 16:00:48,Gas Station,retail,"New York, US",pos_terminal,0
TXN_0061964,CUST_01626,95.03,2026-03-01 16:48:19,Amazon,travel,"London, UK",pos_terminal,0
TXN_0067743,CUST_01557,67.41,2026-02-25 14:25:13,Gas Station,groceries,"London, UK",pos_terminal,0
TXN_0077911,CUST_01763,27.44,2026-02-17 11:04:49,Netflix,groceries,"London, UK",mobile,0
TXN_0053780,CUST_01029,80.06,2026-01-12 09:26:56,Netflix,entertainment,"London, UK",mobile,0
TXN_0026489,CUST_01822,40.18,2026-02-03 19:27:50,Amazon,groceries,"Mumbai, IN",desktop,0
TXN_0096471,CUST_01079,84.98,2026-02-23 16:31:13,Gas Station,travel,"New York, US",desktop,0
TXN_0018687,CUST_01822,6.0,2026-01-24 18:14:42,Amazon,retail,"New York, US",mobile,0
TXN_0052259,CUST_01893,31.11,2026-02-18 06:11:03,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0069228,CUST_01956,120.88,2026-02-15 08:40:10,Walmart,travel,"Mumbai, IN",mobile,0
TXN_0054192,CUST_00846,34.88,2026-02-19 16:40:30,Walmart,groceries,"Mumbai, IN",pos_terminal,0
TXN_0071282,CUST_00187,13.6,2026-01-31 22:29:35,Walmart,entertainment,"New York, US",mobile,0
TXN_0011759,CUST_00200,129.03,2026-02-05 11:29:38,Uber,retail,"New York, US",desktop,0
TXN_0064971,CUST_01634,82.71,2026-01-24 11:23:42,Amazon,groceries,"London, UK",mobile,0
TXN_0035135,CUST_01683,40.77,2026-01-08 12:46:11,Gas Station,entertainment,"Mumbai, IN",pos_terminal,0
TXN_0055375,CUST_00708,22.83,2026-01-05 21:21:10,Walmart,entertainment,"New York, US",mobile,0
TXN_0045710,CUST_00385,10.55,2026-02-02 18:46:03,Netflix,entertainment,"London, UK",pos_terminal,0
TXN_0029638,CUST_01719,10.62,2026-01-14 17:53:23,Apple,retail,"New York, US",desktop,0
TXN_0047473,CUST_01477,15.4,2026-02-02 19:48:26,Uber,groceries,"Mumbai, IN",mobile,0
TXN_0091034,CUST_01509,7.94,2026-01-04 10:47:33,Netflix,retail,"New York, US",desktop,0
TXN_0097679,CUST_01166,35.86,2026-02-10 12:38:01,Gas Station,groceries,"New York, US",mobile,0
TXN_0055664,CUST_00795,144.66,2026-03-01 18:57:53,Amazon,retail,"Mumbai, IN",desktop,0
TXN_0004860,CUST_01611,34.4,2026-02-14 07:09:10,Walmart,retail,"Mumbai, IN",pos_terminal,0
TXN_0059101,CUST_00807,65.86,2026-01-13 16:29:33,Gas Station,entertainment,"London, UK",mobile,0
TXN_0030674,CUST_01091,56.87,2026-01-16 18:16:34,Walmart,groceries,"London, UK",mobile,0
TXN_0024881,CUST_01653,55.24,2026-02-06 13:33:38,Uber,groceries,"London, UK",mobile,0
TXN_0074819,CUST_00339,7.24,2026-01-27 18:19:56,Apple,travel,"Mumbai, IN",mobile,0
TXN_0007865,CUST_00916,13.17,2026-01-17 13:37:08,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0049333,CUST_01975,30.2,2026-01-11 19:14:48,Uber,groceries,"London, UK",mobile,0
TXN_0088890,CUST_01673,5.7,2026-02-12 09:52:34,Uber,entertainment,"Mumbai, IN",desktop,0
TXN_0007890,CUST_01877,14.5,2026-02-07 19:09:29,Uber,travel,"Mumbai, IN",mobile,0
TXN_0047218,CUST_00707,96.1,2026-01-21 13:36:03,Gas Station,entertainment,"Mumbai, IN",mobile,0
TXN_0056443,CUST_00599,16.12,2026-02-21 19:09:46,Uber,retail,"New York, US",desktop,0
TXN_0052559,CUST_01425,36.5,2026-02-25 16:44:36,Netflix,entertainment,"Mumbai, IN",mobile,0
TXN_0048718,CUST_01383,36.37,2026-01-05 13:02:01,Netflix,travel,"Mumbai, IN",mobile,0
TXN_0096558,CUST_01945,193.58,2026-02-10 18:01:38,Gas Station,groceries,"New York, US",mobile,0
TXN_0036763,CUST_00612,36.06,2026-02-14 17:54:10,Netflix,travel,"Mumbai, IN",mobile,0
TXN_0095377,CUST_00213,31.88,2026-02-17 07:07:34,Netflix,travel,"New York, US",mobile,0
TXN_0008444,CUST_01253,5.32,2026-01-12 16:38:29,Uber,retail,"New York, US",mobile,0
TXN_0079196,CUST_00760,150.15,2026-02-25 14:38:11,Netflix,entertainment,"London, UK",desktop,0
TXN_0025914,CUST_01239,129.73,2026-02-28 12:34:54,Gas Station,retail,"London, UK",desktop,0
TXN_0083842,CUST_00547,107.18,2026-01-03 09:55:34,Uber,retail,"London, UK",desktop,0
TXN_0002639,CUST_01641,15.86,2026-03-01 09:25:21,Gas Station,groceries,"New York, US",desktop,0
TXN_0095868,CUST_01881,25.7,2026-01-21 10:30:16,Walmart,travel,"Mumbai, IN",desktop,0
TXN_0048108,CUST_00587,35.42,2026-02-07 13:10:13,Walmart,entertainment,"London, UK",desktop,0
TXN_0022566,CUST_01305,38.21,2026-02-24 06:08:37,Uber,travel,"London, UK",mobile,0
TXN_0050719,CUST_01543,64.81,2026-01-07 16:57:01,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0001471,CUST_01670,11.82,2026-02-18 13:39:20,Walmart,travel,"London, UK",mobile,0
TXN_0022987,CUST_00705,12.61,2026-01-23 15:26:53,Netflix,groceries,"London, UK",pos_terminal,0
TXN_0063377,CUST_01114,103.94,2026-01-24 16:36:55,Netflix,entertainment,"New York, US",desktop,0
TXN_0063153,CUST_00534,7.95,2026-01-24 07:24:02,Apple,retail,"New York, US",mobile,0
TXN_0046275,CUST_01075,91.04,2026-01-23 15:32:37,Amazon,entertainment,"New York, US",desktop,0
TXN_0032103,CUST_00937,7.95,2026-02-04 13:32:12,Netflix,groceries,"Mumbai, IN",mobile,0
TXN_0095788,CUST_01406,9.1,2026-01-11 10:33:10,Netflix,travel,"London, UK",desktop,0
TXN_0086015,CUST_00257,41.51,2026-01-08 18:04:15,Netflix,travel,"New York, US",mobile,0
TXN_0096330,CUST_00706,12.92,2026-01-13 20:19:55,Amazon,travel,"New York, US",pos_terminal,0
TXN_0065695,CUST_00305,36.14,2026-01-06 15:19:00,Amazon,entertainment,"Mumbai, IN",desktop,0
TXN_0052503,CUST_01312,38.5,2026-01-10 09:41:42,Netflix,retail,"London, UK",mobile,0
TXN_0077864,CUST_00832,39.38,2026-01-28 14:57:16,Gas Station,retail,"Mumbai, IN",pos_terminal,0
TXN_0010291,CUST_01973,27.78,2026-02-03 15:15:57,Uber,entertainment,"Mumbai, IN",mobile,0
TXN_0073435,CUST_01046,84.79,2026-01-21 12:50:42,Apple,groceries,"New York, US",mobile,0
TXN_0025419,CUST_01744,91.66,2026-02-05 08:21:40,Uber,travel,"Mumbai, IN",mobile,0
TXN_0037593,CUST_00869,82.17,2026-01-23 11:39:43,Gas Station,travel,"Mumbai, IN",mobile,0
TXN_0006249,CUST_00425,48.76,2026-01-16 16:22:13,Netflix,entertainment,"Mumbai, IN",desktop,0
TXN_0013126,CUST_01072,45.53,2026-02-28 19:44:24,Netflix,retail,"New York, US",mobile,0
TXN_0061781,CUST_01160,36.35,2026-02-23 06:40:10,Uber,groceries,"Mumbai, IN",desktop,0
TXN_0089937,CUST_01700,120.5,2026-01-04 18:21:48,Apple,travel,"London, UK",desktop,0
TXN_0004197,CUST_00476,16.06,2026-01-10 12:29:43,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0057349,CUST_01662,37.08,2026-01-23 13:40:22,Apple,retail,"London, UK",mobile,0
TXN_0051209,CUST_01921,6.57,2026-02-20 17:53:52,Uber,entertainment,"Mumbai, IN",mobile,0
